SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500550,SIEMENS LTD.,A ,Q,1095.00,1110.00,1074.85,1100.25,1100.25,1095.10,589,12880,14034720.00,
500570,TATA MOTORS ,A ,Q,330.00,333.70,324.50,332.05,332.05,331.10,6425,629409,206991438.00,
500575,VOLTAS LTD  ,A ,Q,602.80,616.85,602.80,614.20,614.20,602.70,1188,54467,33325997.00,
500620,GREAT EASTE ,A ,Q,330.00,332.90,327.25,331.80,331.80,331.85,198,16391,5410679.00,
500645,DEEPAK FERT.,A ,Q,303.00,308.25,290.00,297.10,297.10,304.85,637,30709,9249930.00,
500650,EXCEL INDUST,B ,Q,875.10,886.35,850.00,866.40,866.40,865.85,383,5216,4545512.00,
500655,GARWARE POLY,X ,Q,146.65,153.90,146.60,153.00,153.90,146.60,53,1387677,210176133.00,
500660,GLAXOSMITH  ,A ,Q,2190.05,2190.05,2133.00,2142.25,2142.25,2174.15,326,2794,5993560.00,
500670,GUJ.NARMADA ,A ,Q,383.00,387.55,371.60,375.55,375.55,383.75,2436,160414,60551269.00,
500672,NOVARTIS    ,B ,Q,595.05,595.05,590.00,592.25,592.25,594.30,214,11894,7035860.00,
500674,SANOFI      ,A ,Q,5052.00,5130.00,5008.00,5106.60,5108.00,5013.90,85,285,1453027.00,
500676,GLAXOSMITHKL,A ,Q,6424.70,6522.00,6389.05,6505.95,6505.95,6388.05,269,1003,6490843.00,
500680,PFIZER LTD. ,A ,Q,2074.95,2120.00,2055.00,2105.90,2120.00,2078.45,379,1294,2694424.00,
500690,GUJ.ST.FERT ,A ,Q,115.20,118.00,113.35,117.10,117.10,116.50,1404,233531,26957085.00,
500696,HIND UNI LT ,A ,Q,1299.00,1343.55,1297.55,1320.50,1320.50,1299.75,2524,109955,144594678.00,
500710,AKZOINDIA   ,B ,Q,1720.05,1799.95,1720.05,1757.70,1757.70,1761.75,106,509,891064.00,
500730,NOCIL LTD   ,B ,Q,186.00,194.50,186.00,193.30,193.30,188.15,1381,155878,29613803.00,
500770,TATA CHEM.  ,A ,Q,667.10,680.90,661.20,677.45,677.45,667.10,830,35391,23744688.00,
500777,T.P.L.      ,B ,Q,49.30,50.70,48.00,50.25,50.25,48.35,276,140847,6996018.00,
500780,ZUARIGLOB   ,B ,Q,175.00,175.00,171.25,172.25,172.25,174.70,168,9965,1730968.00,
500790,NESTLE (I)  ,A ,Q,7845.00,7905.55,7720.00,7813.25,7830.00,7797.55,829,33494,262260743.00,
500800,TATAGLOBAL  ,A ,Q,260.00,264.00,253.85,262.30,262.30,257.95,1481,2581114,663363556.00,
500820,ASIAN PAINTS,A ,Q,1110.00,1122.75,1100.00,1118.80,1118.80,1107.65,1511,97513,107967090.00,
500825,BRITANIA IND,A ,Q,4850.10,4870.00,4844.60,4852.25,4846.05,4841.00,683,16657,80832184.00,
500830,COLGATE PALM,A ,Q,1037.10,1045.00,1036.95,1043.35,1038.00,1035.45,487,29528,30767333.00,
500840,EIH LTD.    ,B ,Q,161.00,161.00,155.30,157.65,157.30,158.45,197,9059,1424944.00,
500850,INDIAN HOTEL,A ,Q,126.00,127.95,124.25,124.90,124.90,127.40,522,47186,5930943.00,
500870,CASTROL     ,A ,Q,199.00,202.60,190.65,201.05,201.05,199.00,1331,143441,28521098.00,
500875,ITC LTD.    ,A ,Q,251.30,265.75,251.30,257.95,257.95,256.30,4649,1276612,327894876.00,
500877,APOLLO TYRES,A ,Q,258.00,269.00,256.10,267.65,267.65,257.15,1058,100014,26323424.00,
500878,CEAT LIMITED,A ,Q,1440.00,1465.00,1407.80,1455.80,1455.80,1428.40,1539,43633,62813607.00,
500890,MODI RUBBER ,T ,Q,84.20,84.20,84.15,84.15,84.15,84.20,5,1120,94298.00,
500940,FINOLEX IND.,A ,Q,658.00,658.50,647.55,654.00,654.00,658.75,288,6662,4362326.00,
500945,VALUE IND L ,Z ,Q,4.70,5.00,4.68,4.68,4.68,4.92,8,6186,29098.00,
501148,DALAL ST INV,XT,Q,143.90,143.90,140.00,141.75,140.00,141.90,6,165,23433.00,
501150,CENTRUM CAP ,B ,Q,56.90,58.35,55.50,55.95,55.95,56.90,1272,874929,49424451.00,
501179,OSCAR INV.  ,X ,Q,75.65,78.00,74.40,74.40,74.40,78.30,76,25444,1894143.00,
501242,TCI FINANCE ,B ,Q,23.60,27.30,23.60,25.20,25.20,23.95,424,38273,1003593.00,
501295,INDUS.INV.TR,B ,Q,98.00,98.00,98.00,98.00,98.00,98.05,1,10,980.00,
501298,INDUS.&PRUD.,X ,Q,1198.95,1199.00,1180.05,1198.00,1198.00,1189.90,48,694,824681.00,
501301,TATA INVEST.,B ,Q,730.00,741.90,723.00,735.30,738.00,738.40,251,7469,5459386.00,
501343,MOTOR&GEN.FI,B ,Q,42.00,42.90,39.00,40.00,40.00,41.00,9,1526,61468.00,
501370,WALCHAND PF ,X ,Q,120.15,126.00,120.15,124.35,124.35,125.00,19,1444,177856.00,
501391,W.H.BRADY   ,X ,Q,169.00,178.50,165.60,176.65,177.00,173.85,5,186,31473.00,
501423,SHA ENG PLA ,X ,Q,1166.00,1178.35,1140.00,1155.05,1155.05,1153.60,122,232244,267891544.00,
501425,BOM.BURMAH  ,A ,Q,1124.70,1139.55,1082.05,1129.00,1133.95,1110.50,2127,41849,46799024.00,
501430,BOM.CYCLE   ,X ,Q,1970.00,1970.00,1970.00,1970.00,1970.00,1977.20,1,24,47280.00,
501455,GREAVES COTT,A ,Q,114.35,115.10,113.00,113.35,113.35,115.35,617,107970,12302988.00,
501700,INDIA NIVEH ,X ,Q,36.75,36.80,36.40,36.70,36.70,36.65,36,8780,322649.00,
501831,COAST CORP  ,X ,Q,88.30,88.30,88.30,88.30,88.30,88.30,1,1,88.00,
501833,CHOWGULE ST ,XT,Q,13.45,13.45,13.45,13.45,13.45,14.15,10,2145,28850.00,
501848,GLOBAL OFFS ,B ,Q,21.25,23.00,21.20,21.30,21.20,22.30,57,27346,587363.00,
502015,ASIIL       ,X ,Q,29.60,29.60,27.60,28.05,28.05,29.00,256,66181,1859740.00,
502090,SAGAR CEM.  ,B ,Q,880.80,887.20,859.80,871.00,870.55,883.05,57,808,705595.00,
502137,DECAN CEMENT,B ,Q,518.00,519.95,510.20,518.00,518.00,522.00,14,706,365363.00,
502157,MANGALAM CEM,B ,Q,300.00,324.40,297.30,315.10,315.10,304.20,221,9141,2799192.00,
502165,OCL INDIA L ,B ,Q,1245.00,1314.90,1243.95,1294.70,1314.90,1255.15,156,1290,1641900.00,
502168,N C L IND.  ,B ,Q,222.00,222.00,208.00,217.90,218.00,217.30,187,20394,4388185.00,
502175,SAURAS.CEM. ,X ,Q,72.90,72.90,67.10,69.05,69.05,68.80,157,57430,3957709.00,
502180,SRI DIGV CEM,X ,Q,22.65,23.10,22.45,22.90,22.90,23.10,156,145784,3320522.00,
502219,BOROSIL GLAS,B ,Q,838.00,868.00,815.00,822.20,822.20,841.85,758,18450,15357022.00,
502250,MARATH.REFRA,XT,Q,361.95,363.00,361.95,363.00,363.00,380.95,6,5013,1819705.00,
502271,RAASI REFRAC,X ,Q,3.55,3.55,3.55,3.55,3.55,3.71,1,1,3.00,
502281,TRIVENI GLAS,XT,Q,14.50,15.65,14.35,15.50,15.50,15.10,46,11597,168212.00,
502330,IPAPPM      ,B ,Q,289.00,290.00,285.00,287.50,290.00,288.75,186,16919,4850427.00,
502355,BALKRISH IND,A ,Q,1048.00,1117.00,1048.00,1113.15,1113.15,1062.30,870,17647,19349711.00,
502407,NATH PULP   ,X ,Q,35.20,38.75,34.05,37.85,37.85,37.80,100,27011,957046.00,
502420,ORIENT PAPER,B ,Q,37.40,38.60,36.45,38.00,38.00,37.30,935,96708,3617916.00,
502445,CITADEL     ,X ,Q,40.00,42.90,36.45,36.65,36.45,81.05,64,45151,1660453.00,XB
502448,ROLLATAINER ,B ,Q,5.01,5.01,4.94,4.94,4.94,5.20,7,2630,13120.00,
502450,SESHA.PAPER ,B ,Q,819.90,864.50,819.00,859.30,864.50,830.95,39,1491,1251274.00,
502587,RAMA PULP   ,X ,Q,62.00,62.00,57.60,58.35,60.00,59.70,152,21374,1261767.00,
502742,SINTEX IND. ,A ,Q,18.15,18.45,17.80,18.00,18.00,18.15,1079,771683,13919175.00,
502761,BLUE BLEND  ,B ,Q,18.05,19.40,18.05,18.30,18.30,18.70,27,3151,57985.00,
502820,DCM LTD.    ,B ,Q,90.10,90.10,84.55,86.25,86.50,91.35,72,5102,441495.00,
502865,FORBES & CO ,B ,Q,2878.05,3000.05,2870.00,2989.80,2989.80,2906.90,496,6941,20274277.00,
502873,H.P.COTTON  ,X ,Q,28.15,29.80,27.60,28.80,28.80,30.00,37,19766,569317.00,
502937,KESORAM IND ,B ,Q,107.20,110.00,104.95,108.55,108.55,107.75,982,135473,14597726.00,
502958,LAKSHMI MILL,X ,Q,3300.00,3340.00,3270.00,3340.00,3340.00,3268.90,12,85,280500.00,
502986,VARDH TEXT  ,B ,Q,1223.00,1250.00,1200.05,1214.90,1208.60,1222.15,182,2229,2727990.00,
503015,MODERN INDIA,X ,Q,38.10,39.90,38.10,39.90,39.90,38.00,2,33,1298.00,
503031,PENLAND LTD ,B ,Q,20.10,20.75,19.60,20.10,20.10,20.20,584,333778,6736791.00,
503100,PHOENIX MILL,B ,Q,601.90,612.00,598.60,607.90,607.50,598.15,187,1847,1118858.00,
503101,MARATHON NEX,B ,Q,420.20,431.75,405.00,409.45,415.00,403.85,156,8922,3692317.00,
503162,REL.CHEMOTX ,X ,Q,74.20,78.00,74.20,78.00,78.00,78.00,46,4879,372612.00,
503169,RUBY MILLS  ,B ,Q,302.50,302.50,280.00,285.95,280.00,295.85,63,1291,377428.00,
503229,SIMPLEX REAL,X ,Q,95.35,104.40,95.30,104.40,104.40,100.00,4,214,21234.00,
503310,SWAN ENG    ,A ,Q,177.85,182.60,172.05,181.80,181.80,177.80,493,141989,25299305.00,
503349,VICTORIA MIL,X ,Q,3227.10,3332.65,3227.00,3257.90,3257.00,3347.50,19,55,179242.00,
503637,DHANLEELA   ,X ,Q,27.10,27.10,27.10,27.10,27.10,27.10,1,1,27.00,
503657,VEER ENERGY ,X ,Q,28.10,28.80,27.60,28.30,28.30,28.50,191,96647,2739875.00,
503722,BANSW.SYNTEX,B ,Q,98.00,99.90,96.10,96.10,96.10,97.00,30,4254,416545.00,
503804,SHRI DINESH ,X ,Q,163.00,165.10,160.00,162.90,162.90,158.05,10,540,87815.00,
503806,SRF LIMITED ,A ,Q,1918.00,1955.00,1882.75,1922.15,1922.45,1911.10,945,13145,25265350.00,
503811,SIYARAM SILK,B ,Q,622.00,625.00,610.00,615.30,615.00,615.70,268,1359,841202.00,
503831,FOMENTO HOTE,X ,Q,116.10,116.25,116.10,116.25,116.25,120.05,4,338,39243.00,
503837,SHREE RAJSYN,X ,Q,14.70,14.70,14.60,14.60,14.60,15.35,5,672,9864.00,
503881,HIND.SYNTEX ,T ,Q,7.41,7.41,7.41,7.41,7.41,7.80,1,25,185.00,
503960,BHARAT BIJLE,B ,Q,1482.00,1558.00,1472.55,1549.90,1541.00,1473.65,820,173774,262917938.00,
504000,ELPRO INTER ,X ,Q,49.60,49.60,43.10,47.50,46.55,48.45,132,1541021,73183122.00,
504008,EMCO LTD.   ,B ,Q,9.70,10.50,9.15,10.20,10.20,9.55,441,188205,1940603.00,
504028,GEE LTD     ,X ,Q,42.00,44.00,40.40,43.10,43.35,43.50,45,7428,316074.00,
504036,HIND.RECT   ,B ,Q,128.00,131.00,124.05,131.00,131.00,128.50,24,1138,146644.00,
504058,NIPPOBATRY  ,B ,Q,834.65,834.65,801.10,811.35,811.35,820.05,69,1445,1186627.00,
504067,ZENSAR TECH.,B ,Q,902.00,920.00,891.20,893.10,891.20,906.75,109,5387,4875508.00,
504076,JYOTI LTD.  ,X ,Q,64.10,66.15,63.20,63.70,63.50,66.50,106,134343,8593607.00,
504084,KAYCEE IND  ,X ,Q,7650.00,7650.00,7100.00,7100.00,7100.00,7289.05,12,15,112409.00,
504092,INDOKEM LTD.,X ,Q,22.90,22.90,20.00,20.55,20.00,22.45,30,3879,82048.00,
504093,PANA ENERG  ,X ,Q,356.90,358.50,347.05,350.50,352.00,343.55,55,3162,1117568.00,
504112,NELCO LTD.  ,B ,Q,145.10,158.15,142.85,155.20,155.20,143.80,2254,203458,31042304.00,
504132,PERM MAGNETS,X ,Q,73.50,79.55,73.50,79.50,79.50,75.80,48,4063,318254.00,
504176,HIGH ENERGY ,X ,Q,431.25,435.00,421.75,426.05,425.10,420.05,32,514,219495.00,
504180,STD.BATTERY ,X ,Q,9.19,9.19,9.19,9.19,9.19,9.30,2,100,919.00,
504212,UNIV.CABLE  ,B ,Q,122.75,128.00,120.00,124.35,124.35,122.15,79,4180,516480.00,
504220,W.S.INDUSTR.,B ,Q,5.35,5.99,5.33,5.60,5.60,6.05,20,29447,164114.00,
504240,DELTON CABLE,X ,Q,21.30,23.00,21.25,21.30,21.25,22.35,12,2210,47468.00,
504258,LAKSHMI ELEC,X ,Q,600.00,607.00,580.05,591.70,591.00,601.25,109,2800,1656676.00,
504351,EMPOWER     ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,2,120,58.00,
504605,UNI ABEX    ,ST,Q,570.50,591.00,570.00,591.00,591.00,600.00,7,167,97154.00,
504614,SARDA ENMIN ,B ,Q,416.10,429.00,407.30,421.70,421.70,421.10,573,23291,9733778.00,
504646,BHAGWATI AUT,X ,Q,121.05,124.00,111.10,119.15,124.00,122.65,44,9024,1075741.00,
504673,UNIV.PRIME  ,XT,Q,2.90,2.90,2.90,2.90,2.90,2.86,1,100,290.00,
504697,GALADA TELE.,X ,Q,5.76,6.60,5.75,5.82,5.82,7.00,11,2325,13905.00,
504701,GONTER PEIP ,XT,Q,7.39,7.39,7.39,7.39,7.39,7.09,1,1,7.00,
504741,IND.HUME PIP,B ,Q,299.90,303.00,285.80,289.60,289.60,300.85,380,39634,11651572.00,
504786,INVEST &PREC,X ,Q,380.00,399.90,380.00,397.35,388.00,380.50,47,3199,1248376.00,
504840,KAIRA CAN CO,XT,Q,1158.00,1159.40,1101.45,1159.40,1159.40,1159.40,5,84,95939.00,
504879,ORIENT ABRAS,B ,Q,31.05,32.60,30.85,32.05,32.05,31.65,139,51022,1618737.00,
504903,RATHI ST    ,XT,Q,2.15,2.30,2.15,2.30,2.30,2.22,5,1014,2195.00,
504908,DUNCANENG   ,X ,Q,64.90,64.90,62.50,63.00,63.00,65.00,4,922,59791.00,
504918,SANDUR MANG.,X ,Q,1062.00,1123.95,1062.00,1111.20,1111.20,1036.75,581,13134,14501977.00,
504959,STOVAC IND. ,X ,Q,3000.00,3100.00,3000.00,3044.95,3100.00,3007.85,33,503,1514836.00,
504961,TATA YODOGAW,XT,Q,58.95,59.95,56.05,57.20,57.20,58.95,57,9231,523725.00,
504966,TINPLATE    ,B ,Q,190.70,193.00,187.00,191.05,191.05,188.55,2149,149167,28347644.00,
504973,TIFHL       ,A ,Q,657.00,690.00,645.25,673.35,673.35,654.70,121,4293,2857786.00,
504988,WELCAST     ,X ,Q,860.80,860.80,840.00,860.80,860.80,819.85,37,380,325438.00,
505010,AUTO AXLES  ,B ,Q,1442.35,1452.25,1398.85,1435.95,1449.00,1431.05,212,2162,3081049.00,
505029,ATLAS CYCLES,T ,Q,159.50,174.40,157.80,165.75,165.00,166.10,112,34743,5579249.00,
505036,AUTO COR.GOA,X ,Q,1102.35,1105.10,1060.00,1078.20,1080.00,1115.65,197,3135,3384584.00,
505075,SETCO AUTO  ,B ,Q,49.15,51.90,49.15,51.15,51.15,49.85,786,161409,8198046.00,
505141,SCOOTERS IND,T ,Q,55.00,55.40,51.70,54.90,54.90,54.40,14,2185,114530.00,
505160,TALBROS AUTO,B ,Q,279.00,279.75,275.00,277.10,276.00,274.90,74,2218,615655.00,
505163,ZF STEERING ,B ,Q,1038.05,1038.05,1001.00,1006.35,1010.00,1036.10,330,10795,10970503.00,
505192,SMLISUZU    ,B ,Q,745.60,760.00,730.00,738.60,732.05,747.95,210,30610,22749478.00,
505196,TIL LTD.    ,B ,Q,416.10,427.95,402.60,413.80,402.60,426.45,157,2728,1137720.00,
505200,EICHER MOTOR,A ,Q,27800.00,27995.00,27626.15,27840.85,27899.95,27919.30,626,2086,58103592.00,
505216,ALFRED HERB ,XT,Q,903.45,903.45,892.10,892.20,892.10,939.05,12,108,97029.00,
505230,CIMMCO      ,B ,Q,77.70,78.60,73.65,75.65,76.95,77.50,60,17213,1316949.00,
505232,VELJAN      ,X ,Q,920.00,955.00,918.00,935.35,955.00,955.00,54,1159,1086221.00,
505242,DYNAMAT.TECH,B ,Q,1700.00,1700.00,1616.25,1672.90,1686.00,1687.35,29,194,319046.00,
505250,G.G.DANDEKAR,X ,Q,73.10,76.20,71.75,72.90,72.90,75.50,26,2778,203308.00,
505255,GMM PFAUDLER,B ,Q,682.00,682.95,665.00,673.65,665.10,664.30,62,1132,761972.00,
505283,KIRLOSAR PN ,B ,Q,777.90,777.90,724.00,750.40,750.10,777.90,148,9034,6748242.00,
505299,KULK-POWER  ,X ,Q,56.00,57.00,55.00,55.40,57.00,56.05,10,1618,90703.00,
505302,LAXMI AUTOLM,XT,Q,68.45,68.45,62.10,62.10,62.10,65.20,8,260,17541.00,
505324,MANUGRAPH IN,B ,Q,44.30,48.00,44.25,45.60,45.75,44.80,93,153404,7339095.00,
505343,MONOTYPE IND,X ,Q,2.20,2.20,2.20,2.20,2.20,2.20,2,250,550.00,
505355,NESCO LTD   ,B ,Q,540.00,556.75,525.75,548.35,548.35,541.40,499,9905,5344299.00,
505358,INTEGRA ENG ,X ,Q,51.00,53.70,50.05,52.15,52.00,51.70,62,23613,1219688.00,
505368,REVATHI EQU.,B ,Q,568.40,568.40,528.00,548.75,548.80,542.50,17,245,130517.00,
505400,TEXINFRA    ,B ,Q,59.00,60.15,56.90,59.50,59.90,58.80,85,646403,38298022.00,
505412,WENDT(INDIA),B ,Q,2500.00,2500.00,2372.00,2415.80,2400.00,2484.55,60,1307,3190193.00,
505502,PSITINFRA   ,X ,Q,53.15,54.10,52.25,53.50,53.50,53.30,154,147481,7922456.00,
505509,RESPON IND  ,B ,Q,40.90,44.10,39.80,42.45,42.00,40.65,361,11750397,470128621.00,
505515,SHYAMKAM INV,XT,Q,15.00,16.50,15.00,16.50,16.50,15.75,29,289100,4336653.00,
505526,DOLAT INV.  ,X ,Q,10.64,10.64,10.64,10.64,10.64,10.64,7,2665,28355.00,
505533,WESTLIFE DEV,B ,Q,302.00,320.00,300.00,318.40,314.00,300.95,820,39721,12362791.00,
505537,ZEE ENTER   ,A ,Q,570.00,589.90,567.60,585.60,585.60,569.70,909,39414,22939641.00,
505576,GOLDCORP    ,X ,Q,44.20,54.00,44.20,54.00,54.00,49.10,3,680,36622.00,
505590,SVPGLOB     ,X ,Q,394.95,394.95,309.00,319.70,319.70,351.40,238,85543,29578776.00,
505650,SKYL MILLAR ,XT,Q,2.87,2.88,2.86,2.88,2.88,3.01,9,12350,35513.00,
505665,ANTIF BEARNG,X ,Q,400.55,416.00,400.55,407.05,414.00,411.80,40,1098,448893.00,
505681,BIMETAL BEAR,X ,Q,534.10,549.35,533.10,538.65,533.20,549.85,32,1863,996169.00,
505688,BHARAT GEARS,B ,Q,170.95,173.60,167.75,170.50,173.45,169.90,82,14360,2429885.00,
505693,LATIMMETAL  ,X ,Q,29.55,30.50,27.60,30.50,30.50,29.05,12,1099,31975.00,
505700,ELECON ENG  ,B ,Q,70.15,72.85,69.15,72.35,72.35,70.15,587,137018,9711724.00,
505710,GRAUER& WEIL,B ,Q,56.00,57.40,55.00,55.90,55.90,57.40,1126,347392,19347928.00,
505712,GUJ.AUTO GE ,X ,Q,263.00,265.00,251.15,260.60,261.00,265.85,53,2049,526551.00,
505714,GABRIEL(I)  ,B ,Q,137.90,138.15,128.70,131.05,131.50,137.70,712,52155,6875953.00,
505720,HERC.HOISTS ,B ,Q,109.00,111.60,105.00,107.30,107.30,109.95,153,23761,2566814.00,
505726,IFB IND.LTD.,B ,Q,1209.00,1230.00,1173.55,1189.25,1210.00,1211.25,164,5812,6983794.00,
505729,SINGER INDIA,X ,Q,48.60,51.05,48.10,49.60,48.90,49.50,318,111993,5545951.00,
505737,INTER.COMBUS,X ,Q,409.85,409.85,382.00,386.05,386.05,405.45,128,3825,1511498.00,
505744,FED MOG GOE ,B ,Q,430.00,430.00,410.00,413.45,410.00,421.75,210,8271,3448010.00,
505750,JOSTS ENG.  ,X ,Q,1096.00,1200.00,1096.00,1127.20,1116.00,1151.60,34,1017,1162698.00,
505790,SCHAEFFLER  ,B ,Q,5370.85,5370.85,5150.00,5200.00,5200.00,5288.60,82,216,1121296.00,
505800,RANE HOLDIN ,B ,Q,2600.00,2600.00,2425.00,2426.20,2426.20,2425.50,79,449,1113239.00,
505827,SNL BEARINGS,X ,Q,378.00,378.70,363.50,372.15,378.70,372.25,33,550,203079.00,
505840,JAIPAN INDUS,XT,Q,37.20,37.20,34.20,35.05,35.50,35.95,22,4499,157258.00,
505850,MANCREDIT   ,ST,Q,3.30,3.64,3.30,3.60,3.64,3.47,133,710590,2547381.00,
505854,TRF LTD.    ,B ,Q,239.60,241.00,224.00,226.80,226.80,230.10,389,18167,4262818.00,
505872,WPIL LTD.   ,X ,Q,525.00,525.00,508.00,516.00,524.90,523.20,205,15892,8171519.00,
505890,KENNAMETAL  ,B ,Q,733.00,733.00,705.00,711.05,711.05,733.60,292,5366,3823079.00,
505978,TRITON VALVE,X ,Q,1750.00,1774.00,1731.00,1747.45,1735.00,1794.95,111,1491,2601152.00,
506016,JRIIIL      ,Z ,Q,1.05,1.05,1.05,1.05,1.05,1.05,2,8,8.00,
506022,PRAKASH IND.,B ,Q,168.60,172.60,166.00,168.50,168.50,169.70,4402,516376,87022215.00,
506074,ARSHIYA     ,B ,Q,73.20,73.20,70.10,71.60,70.25,73.10,260,31413,2265037.00,
506076,GRIND NORTON,B ,Q,491.60,501.00,490.00,498.10,499.00,487.45,147,2381,1181019.00,
506079,LAKSHMI PREC,B ,Q,39.00,40.00,39.00,39.30,39.30,41.75,11,822,32509.00,
506105,STANROSE MAF,X ,Q,158.75,158.75,147.05,150.00,150.00,158.10,11,330,49753.00,
506109,GENESYS INT.,B ,Q,240.40,252.00,240.40,246.55,245.00,243.30,397,20752,5133331.00,
506122,PANKAJPIYUS ,X ,Q,56.25,60.50,56.25,59.40,60.50,60.00,6,354,20632.00,
506128,PARNAXLAB   ,X ,Q,48.00,48.00,43.00,44.95,44.50,46.00,62,48463,2175650.00,
506142,VYAPAR INDS ,X ,Q,29.40,29.40,29.40,29.40,29.40,30.85,1,50,1470.00,
506146,VISAGAR POL ,B ,Q,0.98,1.02,0.97,0.99,1.00,0.98,89,284100,284940.00,
506159,ASISL       ,XT,Q,5.46,5.46,5.46,5.46,5.46,5.20,3,250,1365.00,
506184,KANANI IND  ,B ,Q,8.20,9.30,8.00,8.50,8.30,8.76,33,8921,74081.00,
506186,GALAXY ENTER,XT,Q,17.00,17.10,17.00,17.10,17.10,17.50,4,535,9096.00,
506194,ARIH SUPER  ,B ,Q,115.90,120.00,111.75,114.70,113.10,116.25,201,9791,1126867.00,
506197,BLISSGVS PH ,B ,Q,196.30,204.10,195.15,198.50,200.50,197.90,516,67374,13488119.00,
506222,INEOSSTYRO  ,B ,Q,819.65,845.05,805.70,841.55,845.00,831.15,177,1393,1153953.00,
506235,ALEMBIC LTD.,B ,Q,53.55,55.95,52.20,55.60,55.60,54.20,580,89129,4830566.00,
506248,AMINES&PLAST,X ,Q,53.50,56.15,51.85,52.45,52.00,53.50,145,18342,997717.00,
506260,ANUH PHARMA ,X ,Q,155.00,156.95,152.30,152.95,152.80,154.95,135,10352,1592738.00,
506261,MODISON MET.,X ,Q,55.00,56.05,53.15,53.65,53.65,55.40,208,115539,6331887.00,
506285,BAYER CROP  ,A ,Q,4110.00,4190.00,4100.80,4167.75,4190.00,4123.25,55,294,1214031.00,
506390,CLARI CHEM  ,B ,Q,533.30,533.75,512.85,524.95,524.95,533.30,675,14097,7395555.00,
506395,COROM INTER ,A ,Q,517.35,524.00,510.00,514.95,510.00,517.95,844,19273,9915822.00,
506401,DEEPAK NITR.,B ,Q,253.25,253.25,245.00,248.65,245.00,249.85,543,18551,4606852.00,
506405,DHARAMSI CHM,X ,Q,103.95,103.95,93.30,94.20,93.85,95.70,139,36325,3437038.00,
506414,DIL LTD     ,X ,Q,2999.00,3005.35,2998.90,3005.35,3005.35,2862.25,361,6783,20384025.00,
506480,GOCLCORP    ,B ,Q,496.75,503.00,491.55,498.65,502.00,498.40,185,16034,7986242.00,
506520,JAYSHRI CHEM,X ,Q,12.20,12.25,11.45,11.73,11.95,11.95,166,51467,601748.00,
506522,JL MORISON  ,X ,Q,1321.00,1321.00,1310.00,1310.05,1310.05,1321.05,11,33,43334.00,
506525,KANORIA CHEM,B ,Q,66.00,66.05,63.50,65.05,65.15,65.65,122,16475,1071490.00,
506528,KELTECH EN. ,X ,Q,1270.00,1270.00,1202.95,1213.15,1205.10,1266.25,78,734,905539.00,
506532,NITTA GELA  ,X ,Q,205.00,205.00,198.40,200.00,199.00,202.90,60,4804,963226.00,
506579,ORIENT.CARB.,B ,Q,1029.95,1039.70,973.40,1009.60,1010.00,1029.95,182,1815,1820042.00,
506590,PHIL.CARBON ,B ,Q,993.55,1041.90,984.25,1041.90,1041.90,992.30,1601,35896,36423419.00,
506597,AMAL PRODUCT,X ,Q,116.00,122.55,116.00,118.95,118.60,117.15,99,34274,4079025.00,
506605,POLYCHEM    ,X ,Q,380.00,380.00,356.00,358.90,358.90,372.80,37,378,137431.00,
506618,PUN.CHEM    ,B ,Q,385.00,389.00,381.00,386.90,386.90,391.90,58,9723,3768461.00,
506642,SADHANA NITR,XT,Q,218.75,218.75,218.75,218.75,218.75,218.75,4,254,55562.00,
506655,SUDARSH.CHEM,B ,Q,416.40,428.50,410.30,423.65,418.50,419.00,492,16975,7148430.00,
506685,ULTRAMARINE ,X ,Q,290.00,295.00,271.00,274.80,274.80,284.25,387,48967,13567908.00,
506687,TRANSPEK    ,X ,Q,1245.00,1245.00,1230.00,1237.35,1238.00,1233.55,82,110419,136888440.00,
506690,UNICHEM LAB ,B ,Q,327.50,328.00,295.00,296.35,296.35,333.70,1835,101073,30562157.00,
506720,ZANDUREALTY ,B ,Q,1715.15,1730.00,1700.00,1716.20,1710.00,1732.20,62,302,518353.00,
506734,MYS PETRO   ,X ,Q,112.80,119.00,110.00,112.45,117.50,118.00,30,2256,258149.00,
506767,ALKYL AMINES,B ,Q,605.00,615.00,591.00,599.90,591.05,598.00,21,648,390106.00,
506808,TUTICORIN.  ,XT,Q,8.51,9.36,8.51,8.75,8.75,8.95,12,187831,1643077.00,
506820,ASTRAZEN.PH.,B ,Q,922.00,938.00,922.00,933.25,932.20,932.35,41,1651,1529245.00,
506852,PUN.ALKALI  ,XT,Q,35.70,36.90,34.65,35.10,35.00,36.00,121,97919,3504732.00,
506854,TANFAC IND. ,X ,Q,110.20,118.75,110.20,116.10,116.10,113.10,81,15479,1739653.00,
506858,GUJ.PETRO   ,XT,Q,22.05,22.05,21.80,21.80,21.80,22.05,2,176,3839.00,
506863,SWADESHI IND,X ,Q,1.30,1.30,1.30,1.30,1.30,1.30,22,2684,3489.00,
506879,GUJ.THEMIS. ,X ,Q,44.80,44.80,40.00,41.20,41.20,40.60,66,9983,415651.00,
506910,JAYSN DYEST ,X ,Q,64.00,72.00,64.00,72.00,72.00,65.20,24,11152,721139.00,
